Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics[Genotype]	Characteristics[Organism]	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Protocol REF	Hybridization Name	Array Design REF	Term Source REF	Protocol REF	Protocol REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue [GENOTYPE]
GSM356479 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus wild type cells collected at hour 32 under continuous dark (DD) after two 12-h:12-h dark/light cycles from a continuous culture.	WT at DD32, rep1	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356479 extract 1	total RNA	P-GSE14225-5	GSM356479 LE 1	biotin	P-GSE14225-6	GSM356479	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356479.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356479_sample_table.txt norm	GSM356479_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356478 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus wild type cells collected at hour 28 under continuous dark (DD) after two 12-h:12-h dark/light cycles from a continuous culture.	WT at DD28, rep1	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356478 extract 1	total RNA	P-GSE14225-5	GSM356478 LE 1	biotin	P-GSE14225-6	GSM356478	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356478.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356478_sample_table.txt norm	GSM356478_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356477 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus wild type cells collected at hour 24 under continuous dark (DD) after two 12-h:12-h dark/light cycles from a continuous culture.	WT at DD24, rep1	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356477 extract 1	total RNA	P-GSE14225-5	GSM356477 LE 1	biotin	P-GSE14225-6	GSM356477	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356477.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356477_sample_table.txt norm	GSM356477_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356476 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus wild type cells collected at hour 20 under continuous dark (DD) after two 12-h:12-h dark/light cycles from a continuous culture.	WT at DD20, rep1	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356476 extract 1	total RNA	P-GSE14225-5	GSM356476 LE 1	biotin	P-GSE14225-6	GSM356476	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356476.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356476_sample_table.txt norm	GSM356476_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356475 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus wild type cells collected at hour 16 under continuous dark (DD) after two 12-h:12-h dark/light cycles from a continuous culture.	WT at DD16, rep1	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356475 extract 1	total RNA	P-GSE14225-5	GSM356475 LE 1	biotin	P-GSE14225-6	GSM356475	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356475.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356475_sample_table.txt norm	GSM356475_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356474 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus wild type cells collected at hour 12 under continuous dark (DD) after two 12-h:12-h dark/light cycles from a continuous culture.	WT at DD12, rep1	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356474 extract 1	total RNA	P-GSE14225-5	GSM356474 LE 1	biotin	P-GSE14225-6	GSM356474	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356474.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356474_sample_table.txt norm	GSM356474_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356473 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus wild type cells collected at hour 8 under continuous dark (DD) after two 12-h:12-h dark/light cycles from a continuous culture.	WT at DD 8, rep1	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356473 extract 1	total RNA	P-GSE14225-5	GSM356473 LE 1	biotin	P-GSE14225-6	GSM356473	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356473.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356473_sample_table.txt norm	GSM356473_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356472 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus wild type cells collected at hour 4 under continuous dark (DD) after two 12-h:12-h dark/light cycles from a continuous culture.	WT at DD 4, rep1	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356472 extract 1	total RNA	P-GSE14225-5	GSM356472 LE 1	biotin	P-GSE14225-6	GSM356472	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356472.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356472_sample_table.txt norm	GSM356472_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356471 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus wild type cells collected at hour 0 (=ZT12, DD0) under continuous dark (DD) after two 12-h:12-h dark/lightcycles from a continuous culture.	WT at DD 0, rep1	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356471 extract 1	total RNA	P-GSE14225-5	GSM356471 LE 1	biotin	P-GSE14225-6	GSM356471	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356471.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356471_sample_table.txt norm	GSM356471_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	wild type containing PkaiBC::luxAB construct with a chloramphenicol-resistance gene at the neutral site I (NSI)
GSM356470 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus Ptrc::kaiC cells at LL33 with 100 uM IPTG (hour 8 after IPTG-induction)	kaiC-overexpressor at LL33 +IPTG (hour 8), rep2	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356470 extract 1	total RNA	P-GSE14225-5	GSM356470 LE 1	biotin	P-GSE14225-6	GSM356470	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356470.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356470_sample_table.txt norm	GSM356470_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)
GSM356469 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus Ptrc::kaiC cells at LL33 without IPTG (control)	kaiC-overexpressor at LL33 -IPTG (hour 8), rep2	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356469 extract 1	total RNA	P-GSE14225-5	GSM356469 LE 1	biotin	P-GSE14225-6	GSM356469	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356469.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356469_sample_table.txt norm	GSM356469_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)
GSM356468 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus Ptrc::kaiC cells at LL29 with 100 uM IPTG (hour 4 after IPTG-induction)	kaiC-overexpressor at LL29 +IPTG (hour 4), rep2	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356468 extract 1	total RNA	P-GSE14225-5	GSM356468 LE 1	biotin	P-GSE14225-6	GSM356468	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356468.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356468_sample_table.txt norm	GSM356468_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)
GSM356467 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus Ptrc::kaiC cells at LL29 without IPTG (control)	kaiC-overexpressor at LL29 -IPTG (hour 4), rep2	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356467 extract 1	total RNA	P-GSE14225-5	GSM356467 LE 1	biotin	P-GSE14225-6	GSM356467	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356467.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356467_sample_table.txt norm	GSM356467_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)
GSM356466 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus Ptrc::kaiC cells at LL27 with 100 uM IPTG (hour 2 after IPTG-induction)	kaiC-overexpressor at LL27 +IPTG (hour 2), rep2	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356466 extract 1	total RNA	P-GSE14225-5	GSM356466 LE 1	biotin	P-GSE14225-6	GSM356466	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356466.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356466_sample_table.txt norm	GSM356466_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)
GSM356465 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus Ptrc::kaiC cells at LL27 without IPTG (control)	kaiC-overexpressor at LL27 -IPTG (hour 2), rep2	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356465 extract 1	total RNA	P-GSE14225-5	GSM356465 LE 1	biotin	P-GSE14225-6	GSM356465	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356465.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356465_sample_table.txt norm	GSM356465_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)
GSM356464 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus Ptrc::kaiC cells at LL26 with 100 uM IPTG (hour 1 after IPTG-induction)	kaiC-overexpressor at LL26 +IPTG (hour 1), rep2	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356464 extract 1	total RNA	P-GSE14225-5	GSM356464 LE 1	biotin	P-GSE14225-6	GSM356464	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356464.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356464_sample_table.txt norm	GSM356464_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)
GSM356463 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus Ptrc::kaiC cells at LL26 without IPTG (control)	kaiC-overexpressor at LL26 -IPTG (hour 1), rep2	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356463 extract 1	total RNA	P-GSE14225-5	GSM356463 LE 1	biotin	P-GSE14225-6	GSM356463	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356463.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356463_sample_table.txt norm	GSM356463_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)
GSM356462 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus Ptrc::kaiC cells at LL25.5 with 100 uM IPTG (hour 0.5 after IPTG-induction)	kaiC-overexpressor at LL25.5 +IPTG (hour 0.5), rep2	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356462 extract 1	total RNA	P-GSE14225-5	GSM356462 LE 1	biotin	P-GSE14225-6	GSM356462	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356462.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356462_sample_table.txt norm	GSM356462_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)
GSM356461 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus Ptrc::kaiC cells at LL25.5 without IPTG (control)	kaiC-overexpressor at LL25.5 -IPTG (hour 0.5), rep2	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356461 extract 1	total RNA	P-GSE14225-5	GSM356461 LE 1	biotin	P-GSE14225-6	GSM356461	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356461.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356461_sample_table.txt norm	GSM356461_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)
GSM356460 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus Ptrc::kaiC cells at LL25 with 100 uM IPTG (hour 0 after IPTG-induction)	kaiC-overexpressor at LL25 +IPTG (hour 0), rep2	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356460 extract 1	total RNA	P-GSE14225-5	GSM356460 LE 1	biotin	P-GSE14225-6	GSM356460	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356460.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356460_sample_table.txt norm	GSM356460_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)
GSM356459 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus Ptrc::kaiC cells at LL25 without IPTG (control)	kaiC-overexpressor at LL25 -IPTG (hour 0), rep2	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356459 extract 1	total RNA	P-GSE14225-5	GSM356459 LE 1	biotin	P-GSE14225-6	GSM356459	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356459.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356459_sample_table.txt norm	GSM356459_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)
GSM356458 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus Ptrc::kaiC cells at LL33 with 100 uM IPTG (hour 8 after IPTG-induction)	kaiC-overexpressor at LL33 +IPTG (hour 8), rep1	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356458 extract 1	total RNA	P-GSE14225-5	GSM356458 LE 1	biotin	P-GSE14225-6	GSM356458	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356458.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356458_sample_table.txt norm	GSM356458_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)
GSM356457 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus Ptrc::kaiC cells at LL33 without IPTG (control)	kaiC-overexpressor at LL33 -IPTG (hour 8), rep1	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356457 extract 1	total RNA	P-GSE14225-5	GSM356457 LE 1	biotin	P-GSE14225-6	GSM356457	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356457.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356457_sample_table.txt norm	GSM356457_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)
GSM356456 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus Ptrc::kaiC cells at LL29 with 100 uM IPTG (hour 4 after IPTG-induction)	kaiC-overexpressor at LL29 +IPTG (hour 4), rep1	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356456 extract 1	total RNA	P-GSE14225-5	GSM356456 LE 1	biotin	P-GSE14225-6	GSM356456	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356456.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356456_sample_table.txt norm	GSM356456_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)
GSM356455 1	Gene expression data from Synechococcus elongatus PCC 7942	Synechococcus Ptrc::kaiC cells at LL29 without IPTG (control)	kaiC-overexpressor at LL29 -IPTG (hour 4), rep1	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)	Synechococcus elongatus PCC 7942	P-GSE14225-2	P-GSE14225-3	P-GSE14225-4	GSM356455 extract 1	total RNA	P-GSE14225-5	GSM356455 LE 1	biotin	P-GSE14225-6	GSM356455	A-GEOD-8012	  	P-GSE14225-7	P-GSE14225-8	GSM356455.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.raw.1.zip	P-GSE14225-1	GSM356455_sample_table.txt norm	GSM356455_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14225/E-GEOD-14225.processed.1.zip	IPTG-inducible kaiC overexpressor strain containing a Ptrc::kaiC construct with a kanamycin-resistance gene at the neutral site II (NSII)
